sentence	start	end	text_name	words	chars
Ja sen on pullea Aapeli tehnyt.	586895	586926	lehtonen1910a	5	31
Ja sentähdenkö sitä aina nukuttaneekin.	75674	75713	lehtonen1910a	4	39
Ja siellä on myöskin Topi.	512109	512135	lehtonen1910a	4	26
Ja siellä rupesin laulamaan.	301256	301284	lehtonen1910a	3	28
Ja sieraimiinkin hiki tunkeutuu.	382051	382083	lehtonen1910a	3	32
Ja siihen luottivat toisetkin.	96228	96258	pakkala1895a	3	30
Ja siihenpä koko onneni sisältyykin.	156288	156324	jarnefelt1916a	4	36
Ja siinä tahraa itsensä.	603498	603522	lehtonen1910a	3	24
Ja siitä oli jo kauan.	29780	29802	pakkala1895a	4	22
Ja sillä oli korvat päässä, punaiset.	217227	217264	lehtonen1910a	5	37
Ja silloin ei hän enää malttanut.	11012	11045	lassila1910a	5	33
Ja silloin miehen vimma yhä kiihtyy.	102428	102464	lehtonen1910a	5	36
Ja silloin tulee hänen ilmeensä iloisemmaksi.	543541	543586	lehtonen1910a	5	45
Ja silloin tulee uutta viljaakin.	487057	487090	lehtonen1910a	4	33
Ja sinä, Jopi, ota tuo nyytti.	160503	160533	lehtonen1910a	5	30
Ja sinunhan olisi katseltava raja-aitoja.	604146	604187	lehtonen1910a	4	41
Ja sitähän minä itkin.	120217	120239	canth1886a	3	22
Ja sitäpaitsi on Rosina vahva.	102757	102787	lehtonen1910a	4	30
Ja sitten ajetaan kätkyellä uunia kohti.	681334	681374	lehtonen1910a	5	40
Ja sitten Ananias unohtaa koko ampumisen.	795940	795981	lehtonen1910a	5	41
Ja sitten hän kalpeni.	79433	79455	lehtonen1910a	3	22
Ja sitten hän kellahtaa loikomaan.	700077	700111	lehtonen1910a	4	34
Ja sitten hänen kuitenkin täytyi kertoa.	119796	119836	canth1886a	5	40
Ja sitten jättäisi polttamisen.	188023	188054	lehtonen1910a	3	31
Ja sitten kaikuu karjapihasta Rosinan ääni.	457469	457512	lehtonen1910a	5	43
Ja sitten Käkriäinen pukeutui parempiinsa.	50791	50833	lehtonen1910a	4	42
Ja sitten kuuluu myöskin Jopin puhelua.	471848	471887	lehtonen1910a	5	39
Ja sitten louhien koloon mäyrien luokse.	780140	780180	lehtonen1910a	5	40
Ja sitten maannut.	94031	94049	lehtonen1910a	2	18
Ja sitten Malakias lähteekin hakemaan saunapuita.	655307	655356	lehtonen1910a	5	49
Ja sitten ne äkkiä taas kirkastuivat.	234470	234507	canth1886a	5	37
Ja sitten ne lähtevätkin naurahtelemasta.	259969	260010	lehtonen1910a	4	41
Ja sitten on hän tuokion vaiti.	147155	147186	lehtonen1910a	5	31
Ja sitten on näkynyt kaupunki.	239214	239244	lehtonen1910a	4	30
Ja sitten pienillä-pienillä hakasilla sidon itseeni.	43196	43248	jarnefelt1913a	5	52
Ja sitten Putkinotkon mökki.	505525	505553	lehtonen1910a	3	28
Ja sitten Repekka nauraa kirkkain silmin.	132038	132079	lehtonen1910a	5	41
Ja sitten se alkaa, se löylytys.	701055	701087	lehtonen1910a	5	32
Ja sitten teki mekot lapsille.	249441	249471	lehtonen1910a	4	30
Ja sitten Topi Sanelmaa.	227812	227836	lehtonen1910a	3	24
Ja sitten tuli viimekesäisestä naurusta itku.	741752	741797	lehtonen1910a	5	45
Ja sittenkös se oli alkanut juosta.	202226	202261	lehtonen1910a	5	35
Ja sivistyisivätkin.	661762	661782	lehtonen1910a	1	20
Ja Sohvi.	386296	386305	lehtonen1910a	1	9
Ja sotaväen musiikki otetaan matkaan.	179915	179952	canth1886a	4	37
Ja sukat olivat kauniit.	110341	110365	pakkala1895a	3	24
Ja suoraa kuin nuoraa, hihii.	427279	427308	lehtonen1910a	4	29
Ja suostuu antamaan toisellekin osuutensa, Maunolle.	638266	638318	lehtonen1910a	5	52
Ja syömään mukavammin.	661838	661860	lehtonen1910a	2	22
Ja syömistä muulloinkin kuin ihmisten ruoka-aikoina.	119339	119391	lehtonen1910a	5	52
Ja täällä on metsiä.	485471	485491	lehtonen1910a	3	20
Ja taas ärjyy hän Topille.	210213	210239	lehtonen1910a	4	26
Ja taas muistui mieleen kaivovesi.	289399	289433	lassila1910a	4	34
Ja tähdet välkkyvät.	6054	6074	lehtonen1910a	2	20
Ja talvella ne kaalit märkänevät kuopassa.	207851	207893	lehtonen1910a	5	42
Ja tanssia.	230353	230364	lehtonen1910a	1	11
Ja tapaako Perttaa Potamian puolella.	286041	286078	lehtonen1910a	4	37
Ja tapella, juoda miesten kanssa.	472866	472899	lehtonen1910a	4	33
Ja tappaa pentunsa ja kaikki.	503940	503969	lehtonen1910a	4	29
Ja taputtaa Esteriä poskelle.	554092	554121	lehtonen1910a	3	29
Ja tarjoaapa Maunollekin vavahtavin käsin.	555649	555691	lehtonen1910a	4	42
Ja tätä tehdessään he lauleskelivat.	86193	86229	jarnefelt1913a	4	36
Ja täti on nukkunut.	466607	466627	lehtonen1910a	3	20
Ja täytyyhän Maunon koettaa auttaa sisartaan.	305515	305560	lehtonen1910a	5	45
Ja teidät valitsemme päälliköksi.	158936	158969	canth1886a	3	33
Ja tekisi sen luvattakin.	582060	582085	lehtonen1910a	3	25
Ja tietysti me aina maistelemme.	781859	781891	lehtonen1910a	4	32
Ja tietysti vilpitön.	771197	771218	lehtonen1910a	2	21
Ja tietysti yhäkin mustempia sieluntiloja kohden.	133050	133099	jarnefelt1916a	5	49
Ja todella kirjoitinkin.	136650	136674	jarnefelt1916a	2	24
Ja toiset selittivät käyneensä paljo edempänäkin.	102275	102324	pakkala1895a	5	49
Ja toisille tuli hirveä hätä.	90089	90118	pakkala1895a	4	29
Ja Topi.	511855	511863	lehtonen1910a	1	8
Ja Topikin on kadonnut.	164985	165008	lehtonen1910a	3	23
Ja toukojakin jouduttaa.	319548	319572	lehtonen1910a	2	24
Ja tuli ikävä tyttöjä ja kaikkia.	121781	121814	pakkala1895a	5	33
Ja tulisi siitä huolta.	649421	649444	lehtonen1910a	3	23
Ja tulkaa kaikki.	101879	101896	pakkala1895a	2	17
Ja tultakin sinne pitää kuljettaa.	695269	695303	lehtonen1910a	4	34
Ja tuo kauppias voi ruveta pilkalliseksi.	271075	271116	lehtonen1910a	5	41
Ja tuoleja sohvien välissä ja ympärillä.	329138	329178	lehtonen1910a	5	40
Ja tuolla on tupana laivan kajuutta.	289956	289992	lehtonen1910a	5	36
Ja tuollapa on Topikin, veräjän takana.	538750	538789	lehtonen1910a	5	39
Ja tuosta toisesta välistä ruumenet.	270490	270526	jarnefelt1916a	4	36
Ja tupa ihan hajallaan.	545790	545813	lehtonen1910a	3	23
Ja tupaa voisi kyllä lämmittää.	25555	25586	lehtonen1910a	4	31
Ja tuttiaan imevä Luukas nukkui.	225539	225571	lehtonen1910a	4	32
Ja tynnöri.	184674	184685	lehtonen1910a	1	11
Ja Ulla oli mahtava puolestaan.	88533	88564	pakkala1895a	4	31
Ja usein sainkin tietää jotain lisäksi.	60946	60985	jarnefelt1916a	5	39
Ja usein se siinä kiihtyy.	48844	48870	lehtonen1910a	4	26
Ja uusi huutokin jähmettyy hänelle kurkkuun.	154406	154450	lehtonen1910a	5	44
Ja uusia kuvitteluita tulee.	589619	589647	lehtonen1910a	3	28
Ja vähitellen se hiukan selvenee.	657578	657611	lehtonen1910a	4	33
Ja vaikeni auttamattomasti.	246867	246894	jarnefelt1916a	2	27
Ja vaikka kätkössä olisi raatoja.	799016	799049	lehtonen1910a	4	33
Ja vapisutti kovin.	23669	23688	canth1886a	2	19
Ja varpaat ovat venyneet hirmuisen pitkiksi.	40404	40448	lehtonen1910a	5	44
Ja varsa vavahti lähteäkseen.	131365	131394	jarnefelt1913a	3	29
Ja varsinkin joitakin kivimuureja.	128043	128077	lehtonen1910a	3	34
Ja varsinkin metsäläinen on itsepäinen.	662933	662972	lehtonen1910a	4	39
Ja vedestä nousee usvaa.	11411	11435	lehtonen1910a	3	24
Ja vehnästä on.	447333	447348	lehtonen1910a	2	15
Ja veisaa joskus Mauno-enon Perttakin.	128287	128325	lehtonen1910a	4	38
Ja vetää päätä ikäänkuin makuulle.	503550	503584	lehtonen1910a	4	34
Ja viedä sinne järvelle.	156011	156035	lehtonen1910a	3	24
Ja vielä toisen kerran hän laukaisee.	789655	789692	lehtonen1910a	5	37
Ja vielä toisen, toiselle jalalle.	792583	792617	lehtonen1910a	4	34
Ja viiltää itselleen leivänkannikasta paksun palasen.	142700	142753	lehtonen1910a	5	53
Ja viimein lampun.	791064	791082	lehtonen1910a	2	18
Ja viinatkin ovat talosta loppuneet.	52426	52462	lehtonen1910a	4	36
Ja yhä Kenkkuinniemen päätä kohti.	500796	500830	lehtonen1910a	4	34
Ja yhä tuskaisemmin kyhnyttää Jopikin äitiään.	441924	441970	lehtonen1910a	5	46
Ja yhtäkkiä tulee ruispellon aidan nurkkaus.	612447	612491	lehtonen1910a	5	44
Ja ylenkatseellisesti hän heille nauroi.	340065	340105	lehtonen1910a	4	40
Jää vaan risahti, ei murtunutkaan.	126076	126110	jarnefelt1913a	4	34
Jaa, jaa, keske sisälle.	99500	99524	jarnefelt1913a	3	24
Jaakko oli kiihtyä.	2415	2434	pakkala1895a	2	19
Jaakko seisoi silmänräpäyksen ajan tyrmistyneenä.	3066	3115	pakkala1895a	4	49
Jäät ovat lähteneet vesistä.	6089	6117	lehtonen1910a	3	28
Jag är förlorad, Tyyne.	102254	102277	jarnefelt1913a	3	23
Jag måste anmäla saken.	102745	102768	jarnefelt1913a	3	23
Jaha, vai et tiedä.	596935	596954	lehtonen1910a	3	19
Jäikös, Jöije?	292017	292031	jarnefelt1916a	1	14
Jalkoja jäykistää ja varpaat tulevat punaisiksi.	58730	58778	lehtonen1910a	5	48
Jälleen on kaikki hyvä.	562697	562720	lehtonen1910a	3	23
Järvessä kuultaa monenmuotoisia pilviä.	181084	181123	lehtonen1910a	3	39
Jätin siihen viimeisetkin yritykseni.	247727	247764	jarnefelt1916a	3	37
Jättää Maria Martolan yksikseen.	109282	109314	jarnefelt1913a	3	32
Jauhoja on valunut terävän koivukannon juureen.	383075	383122	lehtonen1910a	5	47
Jauhot antoi.	451908	451921	lehtonen1910a	1	13
Jo ennestään on rähissyt sinulle.	492785	492818	lehtonen1910a	4	33
Jo heittäysi rekeen.	131343	131363	jarnefelt1913a	2	20
Jo johan siitä Joillakin tiesivät puhua.	178192	178232	lassila1910a	5	40
Jo kuumottaa heinälatokin harmaan aidan vierestä.	59202	59251	lehtonen1910a	5	49
Jo minä joudun epätoivoon.	141484	141510	canth1886a	3	26
Jo näkyvissä ollessa silpasi Maija edelle.	14331	14373	pakkala1895a	5	42
Jo nyt parkaisi ja töyttäsi päin.	35563	35596	canth1886a	5	33
Jo on iltapuoli pitkällä.	510763	510788	lehtonen1910a	3	25
Jo on luona.	131330	131342	jarnefelt1913a	2	12
Jo örähtää Juutas vastaan.	156234	156260	lehtonen1910a	3	26
Jo seuraavana aamuna on rietta poissa.	34363	34401	lehtonen1910a	5	38
Jo tahtoivat kädet raueta.	62197	62223	lassila1910a	3	26
Jo tänä päivänä, tänä päivänä.	310979	311009	lehtonen1910a	4	30
Jo tulee mustalle jäälle.	131173	131198	jarnefelt1913a	3	25
Jo tulee Rosina.	81640	81656	lehtonen1910a	2	16
Jo tuli yhden miehen osalle.	719893	719921	lehtonen1910a	4	28
Jo, jo ajoi Yömin pois.	678935	678958	lehtonen1910a	4	23
Johan minä olisin suorastaan naurettava.	266729	266769	jarnefelt1916a	4	40
Johan taas olemme liikkeellä.	3337	3366	jarnefelt1913a	3	29
John antaa teille vapaan vallan.	180165	180197	canth1886a	4	32
John ei häntä estänyt lähtemästä.	181729	181762	canth1886a	4	33
John hymyili.	153535	153548	canth1886a	1	13
John katsoi erästä kirjaa pöydällä.	178765	178800	canth1886a	4	35
John meni ja vei Tyysän mukanaan.	129685	129718	canth1886a	5	33
John meni kamariinsa.	178977	178998	canth1886a	2	21
John meni kamarin ovelle.	177973	177998	canth1886a	3	25
John nousi.	168756	168767	canth1886a	1	11
John peitti kädellä silmiään.	217686	217715	canth1886a	3	29
John rypisti hiukkasen otsaansa.	179396	179428	canth1886a	3	32
John sattui luomaan silmänsä verannalle.	148810	148850	canth1886a	4	40
John silitteli hänen päätään.	118871	118900	canth1886a	3	29
John vähän kummastellen häneen katsoi.	136686	136724	canth1886a	4	38
Johonkin kukolliseen taloon.	42054	42082	lehtonen1910a	2	28
Jöije ajatteli.	72072	72087	jarnefelt1916a	1	15
Jöije ei enää itkenyt.	194651	194673	jarnefelt1916a	3	22
Jöije ei kuitenkaan odottanut minun vastaavan.	292450	292496	jarnefelt1916a	5	46
Jöije ei suomea eikä poika ruotsia.	22616	22651	jarnefelt1916a	5	35
Jöije huiskuttaa nauraen kättä tervehdykseksi pihallaolijoille.	258189	258252	jarnefelt1916a	5	63
Jöije hymyili omissa ajatuksissaan, välittämättä vastata.	115301	115358	jarnefelt1916a	5	57
Jöije kuitenkin ymmärsi heti kaiken.	75778	75814	jarnefelt1916a	4	36
Jöije meni rantaan.	66556	66575	jarnefelt1916a	2	19
Jöije oli palannut iltajunassa.	20322	20353	jarnefelt1916a	3	31
Jöije rupesi nauramaan minun ällistykselleni.	55153	55198	jarnefelt1916a	4	45
Jöije tuli oikein alakuloiseksi näitä ajatellessaan.	83743	83795	jarnefelt1916a	5	52
Jöije tunsi itsensä peräti aseettomaksi.	83390	83430	jarnefelt1916a	4	40
Jöijesi.	163575	163583	jarnefelt1916a	0	8
Jöijesi.	169546	169554	jarnefelt1916a	0	8
Joka kerta tänne tullessaan.	564689	564717	lehtonen1910a	3	28
Joka kulmalta pitkin kangasta.	46364	46394	lehtonen1910a	3	30
Joka tapahtuikin.	190879	190896	jarnefelt1916a	1	17
Jokainoassa liikkeessä.	163506	163529	canth1886a	1	23
Jokeni ja puutarhani on minut pelastanut.	36476	36517	jarnefelt1913a	5	41
Jokin aavistus täytti mieleni.	253326	253356	jarnefelt1916a	3	30
Jokin kolahtaa saunan eteisessä.	674563	674595	lehtonen1910a	3	32
Jokin kuppi pitäisi edes olla.	138229	138259	lehtonen1910a	4	30
Joko köyhyydessään tai rupeaa sillä keinottelemaan.	785550	785601	lehtonen1910a	5	51
Joko lapikas nipistää?	493351	493373	lehtonen1910a	2	22
Joko nyt onnettomuuksia?	119891	119915	jarnefelt1916a	2	24
Joko se laiva tullee?	154635	154656	lehtonen1910a	3	21
Jokohan siellä laivan aallot liikkuvat?	154754	154793	lehtonen1910a	4	39
Joku aidas on lujassa.	383729	383751	lehtonen1910a	3	22
Joku alkaa kysellä: missä avain on?	1885	1920	jarnefelt1916a	5	35
Joku hakannut kirveellä jalkaans.	275286	275319	lehtonen1910a	3	33
Joku niistä muistuttaa istuvaa sammakkoa.	3574	3615	lehtonen1910a	4	41
Joku oli pistänyt peilinsirpaleen seinänrakoon.	273821	273868	jarnefelt1916a	4	47
Joku ostajista nauraa.	280351	280373	lehtonen1910a	2	22
Joku paimentyttö näki ja tietysti kertoi.	89220	89261	jarnefelt1916a	5	41
Jolle nyt kostan.	767329	767346	lehtonen1910a	2	17
Jolloin hänen päässään liehuivat kultaiset kiharat.	769335	769386	lehtonen1910a	5	51
Jonnekin hyvin kauas.	106493	106514	lehtonen1910a	2	21
Jopa se puhaltaa.	701664	701681	lehtonen1910a	2	17
Jopas nyt meni Topi.	519813	519833	lehtonen1910a	3	20
Jopas on Topi sinne kerinnyt.	208676	208705	lehtonen1910a	4	29
Jopi aikoo juosta Saaran perästä.	261695	261728	lehtonen1910a	4	33
Jopi höristää korviaan.	154252	154275	lehtonen1910a	2	23
Jopi huutaa.	85023	85035	lehtonen1910a	1	12
Jopi huuteli Malakiasta äsken rannalla.	165057	165096	lehtonen1910a	4	39
Jopi hyppää alas aidalta.	643532	643557	lehtonen1910a	3	25
Jopi istuu takapenkillä jalat riitissä allaan.	700426	700472	lehtonen1910a	5	46
Jopi juoksee kiireesti hänen kintereillään.	163788	163831	lehtonen1910a	4	43
Jopi kuuntelee tarkoin korvin, äitinsä takana.	257866	257912	lehtonen1910a	5	46
Jopi on niitä Topille luvannut.	432500	432531	lehtonen1910a	4	31
Jopi rauhoittuu.	155478	155494	lehtonen1910a	1	16
Jopi tähystelee, suojaten silmiään järven kiillolta.	153330	153382	lehtonen1910a	5	52
Jopi, työnnähän tupakkaa tuohon tupakkakukkaroon.	107385	107434	lehtonen1910a	4	49
Jopia viedään rannalle.	258295	258318	lehtonen1910a	2	23
Jopikin on valmis lähtöön.	695743	695769	lehtonen1910a	3	26
Jopiko kiusaa sinua?	82552	82572	lehtonen1910a	2	20
Jopin nappikengät kapisevat kujalla.	664619	664655	lehtonen1910a	3	36
Jos lähtisi kotiin?	412579	412598	lehtonen1910a	2	19
Jos lienevät olleet kultaa.	129272	129299	lehtonen1910a	3	27
Jos ne nyt niitä kaikille antavat.	272128	272162	lehtonen1910a	5	34
Jos pitää muustakin syystä: muuten vain.	374452	374492	lehtonen1910a	5	40
Jos ruvettaisiin hörräämään.	306234	306262	lehtonen1910a	2	28
Jos vielä hyvinkin vilkastuu.	446108	446137	lehtonen1910a	3	29
Joskus hän seisahtuu ja huutaa lehmiään.	57367	57407	lehtonen1910a	5	40
Joskus läiskähtää ongenkuppi veteen.	626660	626696	lehtonen1910a	3	36
Joskus menivät miehet kiireessä kuperkeikkaa.	112629	112674	lassila1910a	4	45
Joskus se tulee, se oikea into.	636529	636560	lehtonen1910a	5	31
Jostakin ne kuitenkin ostavat mieleistänsä.	186427	186470	lehtonen1910a	4	43
Jotain iloa tuosta lupittamisestakin on.	63267	63307	lehtonen1910a	4	40
Jotain uutta oli Martissa.	193278	193304	jarnefelt1916a	3	26
Joten Pertta nytkin saattaa olla tavattavissa.	286499	286545	lehtonen1910a	5	46
Joten siitä saa jouluna paljon läskiä.	202068	202106	lehtonen1910a	5	38
Joulukuun alussa oli pantu toimeen naamiaiset.	184872	184918	canth1886a	5	46
Juhlan ohjelmaan kuului seuranäytelmä.	162913	162951	canth1886a	3	38
Julmistuneelta näyttää Mauno.	492488	492517	lehtonen1910a	2	29
Jumala anteeksi antakoon.	322136	322161	lehtonen1910a	2	25
Jumala ei siis välitäkään marjoista?	85411	85447	pakkala1895a	4	36
Jumala, rakas isä, palkitkoon.	47966	47996	canth1886a	3	30
Juodaan nyt.	783301	783313	lehtonen1910a	1	12
Juohtui mieleen Partanenkin.	273808	273836	lassila1910a	2	28
Juostessa tuli helle.	155554	155575	lassila1910a	2	21
Juovathan ne herrat.	277902	277922	lehtonen1910a	2	20
Jussi alkoi hieroa.	43337	43356	lassila1910a	2	19
Jussi ällistyi, ja ällistyi siinä kuulustelijakin.	239071	239121	lassila1910a	5	50
Jussi odotti.	146797	146810	lassila1910a	1	13
Jussi oli siihen erittäin halukas.	114245	114279	lassila1910a	4	34
Jussi yritti silloin tekeytyä ystäväksi.	66383	66423	lassila1910a	4	40
Jussilla oli paha omatunto.	274510	274537	lassila1910a	3	27
Jussin mitta oli täysi.	134669	134692	lassila1910a	3	23
Jussin tuli häntä vähän surku.	250355	250385	lassila1910a	4	30
Jussin veri nousi loukkausta ajatellessa.	225973	226014	lassila1910a	4	41
Juttelee miesten kanssa heinäntulosta.	376091	376129	lehtonen1910a	3	38
Juutaksen hyvä tuuli katkesi.	621749	621778	lehtonen1910a	3	29
Juutaksen oli pakko antaa veneen seisahtua.	795030	795073	lehtonen1910a	5	43
Juutas ähkäisee.	489370	489386	lehtonen1910a	1	16
Juutas ällistyy.	477694	477710	lehtonen1910a	1	16
Juutas asettaa löylykipan oikealle puolelleen.	711476	711522	lehtonen1910a	4	46
Juutas ei laske pussiaan maahan.	373373	373405	lehtonen1910a	4	32
Juutas ei näytä kiiruhtavan niityltä.	635194	635231	lehtonen1910a	4	37
Juutas ei vastannut heti.	352152	352177	lehtonen1910a	3	25
Juutas etsii sitä säkki selässä.	382403	382435	lehtonen1910a	4	32
Juutas hoi.	156212	156223	lehtonen1910a	1	11
Juutas jättää kalan portaille.	200597	200627	lehtonen1910a	3	30
Juutas juoksee tupaa kohti.	497708	497735	lehtonen1910a	3	27
Juutas käänneksii sinne ja tänne.	494410	494443	lehtonen1910a	4	33
Juutas kääntelee päätänsä oikealle ja vasemmalle.	484792	484841	lehtonen1910a	5	49
Juutas Käkriäinen ällistyy.	454080	454107	lehtonen1910a	2	27
Juutas Käkriäinen höristää korviaan.	140645	140681	lehtonen1910a	3	36
Juutas Käkriäinen höristi korviaan ja huudahti.	620359	620406	lehtonen1910a	5	47
Juutas Käkriäinen jatkaa lönkytystään.	398990	399028	lehtonen1910a	3	38
Juutas Käkriäinen lähtee kantamaan.	370847	370882	lehtonen1910a	3	35
Juutas Käkriäinen pyyhkii hikeään.	402162	402196	lehtonen1910a	3	34
Juutas Käkriäisessä heräsi uteliaisuus.	341863	341902	lehtonen1910a	3	39
Juutas katsoo häneen vaaleat silmät pyöreinä.	482476	482521	lehtonen1910a	5	45
Juutas katsoo Kypenäiseen suu auki.	492435	492470	lehtonen1910a	4	35
Juutas kävelee edeltä, piika perästä.	378199	378236	lehtonen1910a	4	37
Juutas menee tuvan toiselle nurkalle.	500302	500339	lehtonen1910a	4	37
Juutas menee.	207020	207033	lehtonen1910a	1	13
Juutas näkee sen.	505322	505339	lehtonen1910a	2	17
Juutas on silmänräpäyksen vaiti.	454627	454659	lehtonen1910a	3	32
Juutas on vaiti.	796292	796308	lehtonen1910a	2	16
Juutas ottaa kanaa kiinni, se rätkättää.	385316	385356	lehtonen1910a	5	40
Juutas painui säkkeineen rantaan.	756264	756297	lehtonen1910a	3	33
Juutas pelkää.	498674	498688	lehtonen1910a	1	14
Juutas tuli etsimään papereita tupakkoihinsa.	742568	742613	lehtonen1910a	4	45
Juutas-parka ähkii ja puuskuttelee.	103981	104016	lehtonen1910a	3	35
Juutasta sekä vimmastuttaa että kauhistaa.	486135	486177	lehtonen1910a	4	42
Juutasta suututtaa kovasti.	100074	100101	lehtonen1910a	2	27
Juutasta.	767319	767328	lehtonen1910a	0	9
Jymähtää, ja käy kohina.	701514	701538	lehtonen1910a	3	24
Jyrkkä rinne on ihan alla.	382748	382774	lehtonen1910a	4	26
Jyrkkä.	380903	380910	lehtonen1910a	0	7
Jyrkkää muutosta ei näkynyt eikä ollut.	72114	72153	jarnefelt1913a	5	39
Kaakossa päin hohtaa kellertävä kuu.	756553	756589	lehtonen1910a	4	36
Käännähtävälle Hurjalle hän ainoastaan heilauttaa kättänsä.	523899	523958	lehtonen1910a	5	59
Käännyin poispäin karistaakseni ajoissa kyyneleet pois.	290879	290934	jarnefelt1916a	5	55
Kädessä oli vielä kappale nuorta leivänsisustaa.	9539	9587	canth1886a	5	48
Kädet nyrkissä hän puristi ohauksiaan.	212579	212617	canth1886a	4	38
Kädet olivat ristissä otsalla.	74158	74188	canth1886a	3	30
Kädet olivat seljän takana.	8860	8887	canth1886a	3	27
Kädet vetävät valtavan selän painolla.	179161	179199	lehtonen1910a	4	38
Kädetkin isommat kuin koko mies.	450392	450424	lehtonen1910a	4	32
Kaduilla ajeltiin rumassa lumisohjussa.	56673	56712	jarnefelt1916a	3	39
Kah, hyvää iltaa, Topi.	540483	540506	lehtonen1910a	3	23
Kahdeksankymmentä penniä, eihän se riitä leipäänkään.	42863	42916	canth1886a	5	53
Kahdella heistä oli todellakin vähänlaisesti toiveita.	62969	63023	jarnefelt1913a	5	54
Kahdeltakin suunnalta.	761658	761680	lehtonen1910a	1	22
Kahvi höyrysi pöydällä.	29946	29969	lassila1910a	2	23
Kahvin juotua he menivät tupaan.	200591	200623	canth1886a	4	32
Kaiken näköisiä.	214265	214281	canth1886a	1	16
